   0.0000000000000000     
  1  1  2
  2  1  2
  3  1  2
  4  1  2
  5  1  2
  6  1  2
  7  1  2
  8  1  2
  9  1  2
 10  1  2
 11  1  2
 12  1  2
 13  1  2
 14  1 12
 15  1  2
 16  1  2
 17  1  2
 18  1  2
 19  1  2
 20  1  2
 21  1  2
 22  1  2
 23  1  2
 24  1  2
 25  1  2
  1  2  2
  2  2  2
  3  2  2
  4  2  2
  5  2  2
  6  2  2
  7  2  2
  8  2  2
  9  2  2
 10  2  2
 11  2  2
 12  2  2
 13  2  2
 14  2  2
 15  2  2
 16  2  2
 17  2  2
 18  2  2
 19  2  2
 20  2  2
 21  2  2
 22  2  2
 23  2  2
 24  2  2
 25  2  2
  1  3  2
  2  3  2
  3  3  2
  4  3  2
  5  3  2
  6  3  2
  7  3  2
  8  3  2
  9  3  2
 10  3  2
 11  3  2
 12  3 10
 13  3  2
 14  3  2
 15  3  2
 16  3  2
 17  3  2
 18  3  2
 19  3  2
 20  3  2
 21  3  2
 22  3  2
 23  3  2
 24  3  2
 25  3  2
  1  4  2
  2  4  2
  3  4  2
  4  4  2
  5  4  2
  6  4  2
  7  4  2
  8  4  2
  9  4  2
 10  4  2
 11  4  2
 12  4  2
 13  4  2
 14  4  2
 15  4  2
 16  4  2
 17  4  2
 18  4  2
 19  4  2
 20  4  2
 21  4  2
 22  4  2
 23  4  2
 24  4  2
 25  4  2
  1  5  2
  2  5  2
  3  5  2
  4  5  2
  5  5  2
  6  5  2
  7  5  2
  8  5  2
  9  5  2
 10  5  2
 11  5  2
 12  5  2
 13  5  2
 14  5  2
 15  5  2
 16  5  2
 17  5  2
 18  5  2
 19  5  2
 20  5  2
 21  5  2
 22  5  2
 23  5  2
 24  5  2
 25  5  2
  1  6  2
  2  6  2
  3  6  2
  4  6  2
  5  6  2
  6  6  2
  7  6  2
  8  6  2
  9  6  2
 10  6  2
 11  6  2
 12  6  2
 13  6  2
 14  6  2
 15  6  2
 16  6  2
 17  6  2
 18  6  2
 19  6  2
 20  6  2
 21  6  2
 22  6  2
 23  6  2
 24  6  2
 25  6  2
  1  7  2
  2  7  2
  3  7  2
  4  7  2
  5  7  2
  6  7  2
  7  7  2
  8  7  2
  9  7  2
 10  7  2
 11  7  2
 12  7  2
 13  7  2
 14  7  2
 15  7  2
 16  7  2
 17  7  2
 18  7  2
 19  7  2
 20  7  2
 21  7  2
 22  7  2
 23  7  2
 24  7  2
 25  7  2
  1  8  2
  2  8  2
  3  8  2
  4  8  2
  5  8  2
  6  8  2
  7  8  2
  8  8  2
  9  8  2
 10  8  2
 11  8  2
 12  8  2
 13  8  2
 14  8  2
